tokens_stemmed,bobot_nilai_total,label
"['tahana', 'onyantok', 'borong', 'rekom', 'partai', 'politik', 'pilih', 'kepala', 'daerah', 'ngawi']",-2,negatif
"['surabaya', 'kepala', 'operasi', 'nusantara', 'cooling', 'system', 'kaops', 'ncs', 'polri', 'irjen', 'pol', 'asep', 'edi', 'suheri', 'polda', 'jawa', 'timur', 'jatim', 'optimal', 'upaya', 'cooling', 'system', 'dingin', 'suhu', 'politik', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak']",0,netral
"['kaops', 'ncs', 'polri', 'polda', 'jatim', 'optimal', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif
"['onyantok', 'usung', 'demokrat', 'pilih', 'kepala', 'daerah', 'ngawi']",-2,negatif
"['giat', 'inisiasi', 'dewan', 'pers', 'gelar', 'hotel', 'four', 'points', 'surabaya', 'jumat', 'agustus', 'roh', 'kpu', 'jatim', 'dukung', 'kerjakerja', 'jurnalistik', 'upaya', 'menyebarluaskan', 'informasi', 'kait', 'selenggara', 'pilih', 'kepala', 'daerah', 'serentak']",11,positif
"['divisi', 'hukum', 'awas', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'habib', 'm', 'roh', 'narasumber', 'workshop', 'liput', 'pilih', 'kepala', 'daerah', 'provinsi', 'jawa', 'timur']",4,positif
"['tanggung', 'sukses', 'pilih', 'kepala', 'daerah', 'pegang', 'bersamasama', 'elemen', 'masyarakat', 'teman', 'pilih', 'ikut', 'iya', 'jalan', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'media', 'sosial', 'website', 'resmi', 'kpu', 'jatim']",1,positif
"['kirab', 'maskot', 'gelar', 'alunalun', 'trunojoyo', 'kabupaten', 'sampang', 'kamis', 'agustus', 'rozaq', 'kirab', 'maskot', 'salah', 'upaya', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",-1,negatif
"['divisi', 'rencana', 'logistik', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'miftahur', 'rozaq', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kpu', 'kabupaten', 'pamekasan', 'kpu', 'kabupaten', 'sampang']",-4,negatif
"['anggota', 'kpu', 'jatim', 'eka', 'wisnu', 'wardhana', 'hadir', 'giat', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'trenggalek', 'kpu', 'kabupaten', 'tulungagung', 'giat', 'gelar', 'halaman', 'kantor', 'perintah', 'kabupaten', 'tulungagung', 'kamis', 'agustus']",3,positif
"['demokrat', 'partai', 'empat', 'rekomendasi', 'duet', 'achmad', 'fauzikh', 'imam', 'hasyim', 'maju', 'pilih', 'kepala', 'daerah', 'sumenep']",-6,negatif
"['badan', 'awas', 'pemilubawaslu', 'kabupaten', 'situbondo', 'jawa', 'timur', 'catat', 'temu', 'salah', 'prosedur', 'tahap', 'laksana', 'cocok', 'teliti', 'coklit', 'data', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak']",-11,negatif
"['surabaya', 'pilih', 'kepala', 'daerah', 'eri', 'cahyadi', 'armuji', 'lawan', 'kotak', 'kosong', 'adiprayitno', 'agusyudhoyono', 'banggasurabaya', 'kpujatim', 'pksejahtera', 'gerindra', 'psiid', 'partaiperindo', 'badarbatiktulis']",-12,negatif
"['strategi', 'cerdas', 'pdip', 'pantau', 'dinamika', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jakarta', 'sumut', 'jateng', 'jatim', 'pilgub', 'menang', 'usung', 'pdip', 'lihat', 'dinamika', 'depan']",6,positif
"['poros', 'pagi', 'anggota', 'satlantas', 'polres', 'batu', 'polda', 'jatim', 'laksana', 'tugas', 'pokok', 'fungsi', 'laksana', 'giat', 'atur', 'jaga', 'awal', 'patroli', 'layan', 'masyarakat', 'jelang', 'pilih', 'kepala', 'daerah', 'tuju', 'maksimal']",-2,negatif
"['bagi', 'ribu', 'paket', 'sembilan', 'bahan', 'pokok', 'ops', 'ncs', 'polri', 'bawa', 'pesan', 'pilih', 'kepala', 'daerah', 'damai', 'jawa', 'timur', 'surabaya', 'operasi', 'nusantara', 'cooling', 'system', 'ncs', 'polri', 'gelar', 'giat', 'silaturahmi', 'aman', 'tertib', 'masyarakat', 'bakti', 'sosial', 'gedung', 'sport', 'center', 'uin', 'sunan', 'ampel', 'kota', 'surabaya', 'jatim', 'kamis']",7,positif
"['simulasi', 'sistem', 'aman', 'kota', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'rangka', 'aman', 'lancar', 'pilih', 'kepala', 'daerah', 'serentak', 'jajar', 'polisi', 'daerah', 'jawa', 'timur', 'gelar', 'simulasi', 'sistem', 'aman', 'kota', 'sispamkota']",-1,negatif
"['surabaya', 'kepala', 'operasi', 'nusantara', 'cooling', 'system', 'kaops', 'ncs', 'polri', 'irjen', 'pol', 'asep', 'edi', 'suheri', 'polda', 'jawa', 'timur', 'jatim', 'optimal', 'upaya', 'cooling', 'system', 'dingin', 'suhu', 'politik', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'pasal', 'provinsi', 'jatim', 'milik']",-3,negatif
"['jatim', 'rawan', 'konflik', 'pilih', 'markas', 'polri', 'polda', 'optimal', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak']",-3,negatif
"['ketua', 'dpp', 'partai', 'demokrat', 'agus', 'harimurti', 'yudhoyono', 'ahy', 'sebut', 'wacana', 'bentuk', 'koalisi', 'indonesia', 'maju', 'kim', 'plus', 'kontestasi', 'pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', 'dki', 'jakarta', 'ide']",1,positif
"['partai', 'demokrat', 'resmi', 'usung', 'pasang', 'abdul', 'ghofur', 'firosya', 'shalati', 'maju', 'calon', 'bupati', 'wakil', 'bupati', 'cabupcawabup', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'lamongan']",2,positif
"['bawa', 'pesan', 'pilih', 'kepala', 'daerah', 'jatim', 'damai', 'ops', 'ncs', 'polri', 'bagi', 'ribu', 'paket', 'sembilan', 'bahan', 'pokok', 'operasi', 'nusantara', 'cooling', 'system', 'ncs', 'polri', 'gelar', 'silaturahmi', 'aman', 'tertib', 'masyarakat', 'bakti', 'sosial', 'gedung', 'sport', 'center', 'uin', 'sunan', 'ampel', 'kota', 'surabaya', 'jawa', 'timur', 'kamis', 'paket']",11,positif
"['kaops', 'ncs', 'polri', 'polda', 'jatim', 'optimal', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif
"['kaops', 'ncs', 'polri', 'polda', 'jatim', 'optimal', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif
"['kenikir', 'ndonsback', 'tunggu', 'daftar', 'pilih', 'kepala', 'daerah', 'serentak', 'agt', 'kejut', 'pilih', 'kepala', 'daerah', 'unt', 'gubernur', 'jktjabarjatengjatimsumut', 'daerah', 'heboh', 'daerah', 'adem', 'ayem']",-6,negatif
"['jatim', 'wilayah', 'rawan', 'konflik', 'pilih', 'kepala', 'daerah', 'irjen', 'asep', 'kasatwil', 'laku']",-7,negatif
"['pdip', 'instruksi', 'legislator', 'pilih', 'menang', 'pilih', 'kepala', 'daerah', 'jatim']",-8,negatif
"['cipta', 'pilih', 'kepala', 'daerah', 'serentak', 'aman', 'damai', 'polresta', 'banyuwangi', 'ikut', 'nusantara', 'cooling', 'system', 'ncs', 'polda', 'jatim']",-2,negatif
"['jelang', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'polres', 'madiun', 'kota', 'ada', 'simulasi', 'sispamkota', 'sistem', 'aman', 'kota', 'sispamkota', 'ada', 'lapang', 'brimob', 'batalyon', 'c', 'polda', 'jatim', 'jl', 'setia', 'budi', 'kota', 'madiun', 'kamis']",-4,negatif
"['hai', 'tahap', 'susun', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'serentak', 'nahh', 'jadwal', 'tahap', 'susun', 'dps', 'yukk', 'langsung', 'cek', 'postingan', 'reposted', 'from', 'kpujatim']",3,positif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['repost', 'kpujatim', 'hai', 'pilih', 'tahap', 'susun', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'serentak', 'serentak']",1,positif
"['hai', 'tahap', 'susun', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'serentak', 'nahh', 'jadwal', 'tahap', 'susun', 'dps', 'yukk', 'langsung', 'cek', 'postingan']",3,positif
"['gagal', 'maju', 'pilih', 'kepala', 'daerah', 'jember', 'pasang', 'jaddinarismaya', 'tuding', 'arogansi', 'selenggara']",1,positif
"['jago', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-2,negatif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['elemen', 'masyarakat', 'mengatasnamakan', 'rawan', 'sidoarjo', 'bershalawat', 'dukung', 'politis', 'fandi', 'utomo', 'maju', 'calon', 'bupati', 'sidoarjo', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-5,negatif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jatim', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'daman']",-5,negatif
"['bawaslu', 'tolak', 'mohon', 'pasang', 'jalur', 'independen', 'jaddinarismaya', 'gagal', 'maju', 'pilih', 'kepala', 'daerah', 'jember']",-10,negatif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['alokasi', 'santun', 'celaka', 'kerja', 'selenggara', 'pilih', 'kepala', 'daerah', 'kabupaten', 'mojokerto']",0,netral
"['jogo', 'jatim', 'bidhumas', 'polda', 'jatim', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['wujud', 'aman', 'tertib', 'masyarakat', 'jawa', 'timur', 'aman', 'kondusif', 'jelang', 'pilih', 'kepala', 'daerah', 'bidang', 'hubung', 'masyarakat', 'polda', 'jatim', 'subbid', 'multimedia', 'gelar', 'kuat', 'jaring', 'netizen', 'giat', 'medsos']",7,positif
"['pks', 'resmi', 'dukung', 'pasang', 'harmonis', 'pilih', 'kepala', 'daerah', 'madiun']",10,positif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['wacana', 'calon', 'gubernur', 'lawan', 'kotak', 'kosong', 'potensi', 'wilayah', 'indonesia', 'provinsi', 'rawan', 'ikut', 'pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'pilih', 'kepala', 'daerah']",-16,negatif
"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif
"['resmi', 'gerindra', 'rekom', 'pasang', 'fattah', 'jasinrp', 'mujahid', 'ansori', 'pilih', 'kepala', 'daerah', 'pamekasan']",4,positif
"['damping', 'pkh', 'kabupaten', 'pasuran', 'bantu', 'kpu', 'sosialisasi', 'pilih', 'sukses', 'pilih', 'kepala', 'daerah', 'kpu', 'kabupaten', 'pasuruan', 'laku', 'sosialisasi', 'ajak', 'damping', 'pkh', 'via', 'beritajatimcom']",1,positif
"['sri', 'untari', 'ajak', 'kader', 'banteng', 'jatim', 'kawal', 'integritas', 'pilih', 'kepala', 'daerah']",-5,negatif
"['kasi', 'hubung', 'masyarakat', 'polres', 'batu', 'ipda', 'trimo', 'anggota', 'netizen', 'polres', 'batu', 'ikut', 'giat', 'kuat', 'jaring', 'netizen', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'gelar', 'bidhumas', 'polda', 'jatim', 'hotel', 'whyndam', 'surabaya', 'hadir', 'langsung', 'acara', 'kabidhumas', 'polda', 'jatim']",0,netral
"['daftar', 'cabupcawabup', 'tutup', 'pkb', 'kabupaten', 'tuban', 'tunggu', 'instruksi', 'dpp', 'pilih', 'kepala', 'daerah']",-10,negatif
"['jadi', 'beda', 'sumber', 'pecah', 'demokrat', 'ajak', 'masyarakat', 'sambut', 'pilih', 'kepala', 'daerah', 'suka', 'cita']",1,positif
"['rakernis', 'fungsi', 'uang', 'polda', 'jatim', 'ta', 'tema', 'optimalisasi', 'kerja', 'polri', 'dukung', 'aman', 'pilih', 'kepala', 'daerah', 'serentak', 'rangka', 'indonesia', 'maju', 'laksana', 'ballroom', 'lt', 'hotel', 'santika', 'premiere', 'jl', 'raya', 'gubeng', 'nomor', 'surabaya']",5,positif
"['jalan', 'raya', 'tenggilis', 'nomor', 'surabaya', 'wawancara', 'teliti', 'kait', 'buka', 'informasi', 'selenggara', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'jatim', 'media', 'sosial']",9,positif
"['jelang', 'pilih', 'kepala', 'daerah', 'mantan', 'gubernur', 'jatim', 'hadir', 'giat', 'pondopo', 'kabupaten', 'bondowoso', 'obor', 'rakyat']",-3,negatif
"['jelang', 'pilih', 'kepala', 'daerah', 'polsek', 'pasirian', 'jalin', 'mitra', 'tokoh', 'agama', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'kapolsek', 'pasirian', 'akp', 'agus', 'sugiharto', 'anggota', 'laksana', 'silaturahmi', 'tokoh', 'agama', 'pondok', 'pesantren', 'nurul', 'musthofa', 'desa', 'bago']",-11,negatif
"['pkb', 'konsolidasi', 'politik', 'tentu', 'arah', 'dukung', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif
"['gelar', 'pilih', 'kepala', 'daerah', 'kategori', 'terima', 'apresiasi', 'i', 'menang', 'kategori', 'kpu', 'provinsi', 'kabkota', 'inovatif', 'laksana', 'sosdiklih', 'provinsi', 'lampung', 'jatim', 'bal', 'kabkota', 'talaud', 'kulon', 'progo', 'bangga']",4,positif
"['surabaya', 'senin', 'agustus', 'divisi', 'rencana', 'logistik', 'kpu', 'jatim', 'miftahur', 'rozaq', 'tekan', 'suara', 'pilih', 'muda', 'pilih', 'kepala', 'daerah', 'serentak', 'mayoritas', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'asal', 'kalang', 'pilih', 'muda']",-11,negatif
"['tingkat', 'giat', 'sambang', 'warga', 'menjeang', 'pilih', 'kepala', 'daerah', 'batu', 'polres', 'batu', 'rangka', 'jaga', 'harkamtibmas', 'aman', 'lapis', 'masyarakat', 'polisi', 'rw', 'polres', 'batu', 'polda', 'jatim', 'laksana', 'giat', 'sambang', 'perangkat', 'desa', 'selasa']",2,positif
"['tingkat', 'atur', 'pagi', 'jelang', 'pilih', 'kepala', 'daerah', 'batu', 'kepala', 'satu', 'lantas', 'polres', 'batu', 'akp', 'ponsen', 'dadang', 'martianto', 'sh', 'pesan', 'anggota', 'satlantas', 'polres', 'batu', 'polda', 'jatim', 'laksana', 'tugas', 'pokok', 'fungsi', 'laksana', 'giat', 'atur', 'penjag']",-3,negatif
"['provinsi', 'prediksi', 'lahir', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah', 'sumut', 'kaltim', 'tribunnews']",-4,negatif
"['golkar', 'jatim', 'serah', 'rekom', 'calon', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'surabaya', 'sidoarjo', 'alot', 'dpdgolkarjatim']",-2,negatif
"['laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'pamekasan', 'grebek', 'pasar', 'bagi', 'flayer', 'camat', 'waru', 'dapil', 'waru', 'pasean', 'batumarmar', 'senin', 'agustus', 'kpuid', 'kpujatim']",-1,negatif
"['hai', 'laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kabupaten', 'pamekasan', 'pusat', 'camat', 'waru', 'dapil', 'waru', 'pasean', 'batumarmar', 'senin', 'agustus', 'kpuid', 'kpujatim']",7,positif
"['pks', 'rekomendasi', 'duet', 'fauziimam', 'maju', 'pilih', 'kepala', 'daerah', 'rimbun', 'singgung', 'calon', 'tunggal', 'demokrasi']",-8,negatif
"['tugas', 'anggota', 'divisi', 'ajak', 'masyarakat', 'salur', 'hak', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'rakornas', 'gelar', 'yukk', 'simak', 'postingan', 'lupa', 'like', 'share', 'komen', 'yaa']",-2,negatif
"['gelar', 'vasa', 'hotel', 'surabaya', 'agustus', 'ketua', 'kpu', 'ri', 'mochamad', 'afifuddin', 'arah', 'anggota', 'sosdiklih', 'parmas', 'tampil', 'cipta', 'nuansa', 'pilih', 'kepala', 'daerah', 'bahagia', 'gembira']",-2,negatif
"['pilih', 'kepala', 'daerah', 'dpp', 'jatim', 'keluar', 'hergunadi', 'basuki', 'babussalam']",-5,negatif
"['repdem', 'jatim', 'gelar', 'sarasehan', 'tajuk', 'peran', 'pemuda', 'awal', 'pilih', 'kepala', 'daerah', 'serentak', 'martabat', 'integritas', 'surabaya', 'acara', 'hadir', 'dewan', 'pimpin', 'cabang', 'dpc', 'repdem', 'sejawa', 'timur', 'organisasi', 'ekstra', 'kampus', 'kota', 'surabaya']",10,positif
"['gercep', 'golkar', 'terbit', 'rekom', 'calon', 'pilih', 'kepala', 'daerah', 'jatim', 'surabaya', 'sidoarjo']",-2,negatif
"['pmii', 'bangkal', 'seru', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'aman', 'damai']",1,positif
"['daftar', 'usul', 'tps', 'loksus', 'pilih', 'kepala', 'daerah', 'ponorogo', 'komisi', 'pilih', 'kpu', 'ponorogo', 'usul', 'mungut', 'suara', 'tps', 'lokasi', 'khusus', 'loksus', 'pilih', 'via', 'beritajatimcom']",-8,negatif
"['polres', 'pamekasan', 'polres', 'sumenep', 'jawa', 'timur', 'gelar', 'latih', 'teknik', 'kendali', 'massa', 'lapang', 'apel', 'polres', 'senin', 'siap', 'aman', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif
"['harap', 'tingkat', 'partisipasi', 'masyarakat', 'teman', 'pilih', 'ikut', 'iya', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim']",8,positif
"['giat', 'gelar', 'area', 'monumen', 'arek', 'lancor', 'pamekasan', 'minggu', 'agustus', 'wib', 'selesai', 'miftahur', 'rozaq', 'giat', 'kirab', 'maskot', 'gelar', 'daerah', 'daerah', 'metode', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak']",-2,negatif
"['halo', 'komisioner', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'divisi', 'rencana', 'logistik', 'miftahur', 'rozaq', 'hadir', 'acara', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'sumenep', 'kpu', 'kabupaten', 'pamekasan']",1,positif
"['amat', 'politik', 'universitas', 'paramadina', 'hendri', 'satrio', 'calon', 'ridwan', 'kamil', 'usung', 'koalisi', 'indonesia', 'maju', 'kim', 'jegal', 'langkah', 'anies', 'baswedan', 'pilih', 'kepala', 'daerah', 'jakarta']",8,positif
"['golkar', 'serah', 'rekom', 'bacakada', 'maju', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'via', 'detikjatim']",0,netral
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['ketua', 'dpw', 'pks', 'jawa', 'timur', 'irwan', 'setiawan', 'instruksi', 'elemen', 'partai', 'menang', 'pasang', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-4,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['partai', 'adil', 'sejahtera', 'pks', 'rekomendasi', 'pasang', 'ahmad', 'fauzikh', 'imam', 'hasyim', 'calon', 'bupatibakal', 'calon', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'sumenep']",-1,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai', 'marisa', 'putri', 'yura', 'pandawara', 'pagi', 'jungkook']",-4,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['damiindana', 'laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'dipasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['forum', 'kewirausahaan', 'mandiri', 'fkm', 'kabupaten', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai', 'lancar']",-4,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif
"['partai', 'golkar', 'rekomendasi', 'ipuk', 'fiestiandani', 'mujiono', 'pilih', 'kepala', 'daerah', 'banyuwangi', 'surat', 'rekomendasi', 'serah', 'ketua', 'dpd', 'partai', 'golkar', 'jatim']",-3,negatif
"['rawan', 'profesional', 'jokowi', 'projo', 'dukung', 'kesiap', 'dukung', 'penuh', 'all', 'out', 'menang', 'calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'calon', 'wakil', 'gubernur', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah']",0,netral
"['repdem', 'jatim', 'kawal', 'pilih', 'integritas', 'peran', 'pemuda', 'awal', 'pilih', 'kepala', 'daerah', 'serentak', 'martabat', 'integritas']",4,positif
"['setyo', 'wahono', 'target', 'sapu', 'bersih', 'partai', 'politik', 'pilih', 'kepala', 'daerah', 'bojonegoro', 'setyo', 'wahono', 'calon', 'bupati', 'bacabup', 'bojonegoro', 'target', 'sapu', 'bersih', 'dukung', 'partai', 'politik', 'partai', 'politik', 'via', 'beritajatimcom']",-7,negatif
"['projo', 'nyata', 'menang', 'pasang', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'jatim', 'rawan', 'projo', 'dukung', 'penuh', 'calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'calon', 'wakil', 'gubernur', 'emil', 'dardak', 'pilih', 'kepala', 'daerah']",0,netral
"['dewan', 'wakil', 'rakyat', 'daerah', 'dprd', 'kota', 'malang', 'serah', 'putus', 'isi', 'jabat', 'jabat', 'pj', 'wali', 'kota', 'ganti', 'wahyu', 'hidayat', 'maju', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'perintah', 'provinsi', 'jawa', 'timur', 'perintah']",-22,negatif
"['komisi', 'pilih', 'kpu', 'kabupaten', 'situbondo', 'jawa', 'timur', 'kebut', 'laksana', 'tahap', 'susun', 'daftar', 'pilih', 'hasil', 'mutakhir', 'dphp', 'tahap', 'cocok', 'teliti', 'coklit', 'data', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'juli']",1,positif
"['nahh', 'teman', 'pilih', 'ikut', 'kembang', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim', 'yaa', 'lupa', 'like', 'komen', 'share', 'yaa', 'teman', 'pilih']",3,positif
"['terima', 'kasih', 'sebesarbesarnya', 'kerja', 'forkopimda', 'tokoh', 'masyarakat', 'partai', 'politik', 'ppk', 'pps', 'satu', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",10,positif
"['kamis', 'agustus', 'wib', 'selesai', 'nur', 'salam', 'sambut', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'adopsi', 'hasil', 'kirab', 'pilih', 'sosialisasi', 'pilih', 'kepala', 'daerah']",1,positif
"['anggota', 'kpu', 'jatim', 'nur', 'salam', 'hadir', 'giat', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'ponorogo', 'kpu', 'trenggalek', 'giat', 'tempat', 'lapang', 'nglongsor', 'jalan', 'lapang', 'krajan', 'nglongsor', 'camat', 'tugu', 'kabupaten', 'trenggalek']",1,positif
"['divisi', 'rencana', 'logistik', 'kpu', 'jatim', 'miftahur', 'rozaq', 'giat', 'laksana', 'rangka', 'sama', 'persepsi', 'kpu', 'jatim', 'kpu', 'kabupatenkota', 'kelola', 'anggar', 'hibah', 'pilih', 'kepala', 'daerah', 'paham', 'persepsi']",6,positif
