Unnamed: 0,tokens_stemmed,bobot_nilai_total,label,Prediksi_Naive_Bayes,Prediksi_Logistic_Regression
1830,"['kaops', 'ncs', 'polri', 'polda', 'jatim', 'optimal', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif,positif,positif
1831,"['kaops', 'ncs', 'polri', 'polda', 'jatim', 'optimal', 'cooling', 'system', 'jelang', 'pilih', 'kepala', 'daerah']",1,positif,positif,positif
1832,"['kenikir', 'ndonsback', 'tunggu', 'daftar', 'pilih', 'kepala', 'daerah', 'serentak', 'agt', 'kejut', 'pilih', 'kepala', 'daerah', 'unt', 'gubernur', 'jktjabarjatengjatimsumut', 'daerah', 'heboh', 'daerah', 'adem', 'ayem']",-6,negatif,negatif,negatif
1833,"['jatim', 'wilayah', 'rawan', 'konflik', 'pilih', 'kepala', 'daerah', 'irjen', 'asep', 'kasatwil', 'laku']",-7,negatif,negatif,negatif
1834,"['pdip', 'instruksi', 'legislator', 'pilih', 'menang', 'pilih', 'kepala', 'daerah', 'jatim']",-8,negatif,negatif,negatif
1835,"['cipta', 'pilih', 'kepala', 'daerah', 'serentak', 'aman', 'damai', 'polresta', 'banyuwangi', 'ikut', 'nusantara', 'cooling', 'system', 'ncs', 'polda', 'jatim']",-2,negatif,positif,positif
1836,"['jelang', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'polres', 'madiun', 'kota', 'ada', 'simulasi', 'sispamkota', 'sistem', 'aman', 'kota', 'sispamkota', 'ada', 'lapang', 'brimob', 'batalyon', 'c', 'polda', 'jatim', 'jl', 'setia', 'budi', 'kota', 'madiun', 'kamis']",-4,negatif,negatif,negatif
1837,"['hai', 'tahap', 'susun', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'serentak', 'nahh', 'jadwal', 'tahap', 'susun', 'dps', 'yukk', 'langsung', 'cek', 'postingan', 'reposted', 'from', 'kpujatim']",3,positif,positif,positif
1838,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1839,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1840,"['repost', 'kpujatim', 'hai', 'pilih', 'tahap', 'susun', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'serentak', 'serentak']",1,positif,negatif,negatif
1841,"['hai', 'tahap', 'susun', 'daftar', 'pilih', 'dps', 'pilih', 'kepala', 'daerah', 'serentak', 'nahh', 'jadwal', 'tahap', 'susun', 'dps', 'yukk', 'langsung', 'cek', 'postingan']",3,positif,positif,positif
1842,"['gagal', 'maju', 'pilih', 'kepala', 'daerah', 'jember', 'pasang', 'jaddinarismaya', 'tuding', 'arogansi', 'selenggara']",1,positif,negatif,positif
1843,"['jago', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-2,negatif,negatif,negatif
1844,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1845,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1846,"['elemen', 'masyarakat', 'mengatasnamakan', 'rawan', 'sidoarjo', 'bershalawat', 'dukung', 'politis', 'fandi', 'utomo', 'maju', 'calon', 'bupati', 'sidoarjo', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-5,negatif,negatif,negatif
1847,"['jogo', 'jatim', 'bidhumas', 'polda', 'jatim', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'daman']",-5,negatif,negatif,negatif
1848,"['bawaslu', 'tolak', 'mohon', 'pasang', 'jalur', 'independen', 'jaddinarismaya', 'gagal', 'maju', 'pilih', 'kepala', 'daerah', 'jember']",-10,negatif,negatif,negatif
1849,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1850,"['alokasi', 'santun', 'celaka', 'kerja', 'selenggara', 'pilih', 'kepala', 'daerah', 'kabupaten', 'mojokerto']",0,netral,positif,netral
1851,"['jogo', 'jatim', 'bidhumas', 'polda', 'jatim', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1852,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1853,"['wujud', 'aman', 'tertib', 'masyarakat', 'jawa', 'timur', 'aman', 'kondusif', 'jelang', 'pilih', 'kepala', 'daerah', 'bidang', 'hubung', 'masyarakat', 'polda', 'jatim', 'subbid', 'multimedia', 'gelar', 'kuat', 'jaring', 'netizen', 'giat', 'medsos']",7,positif,positif,positif
1854,"['pks', 'resmi', 'dukung', 'pasang', 'harmonis', 'pilih', 'kepala', 'daerah', 'madiun']",10,positif,positif,positif
1855,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1856,"['wacana', 'calon', 'gubernur', 'lawan', 'kotak', 'kosong', 'potensi', 'wilayah', 'indonesia', 'provinsi', 'rawan', 'ikut', 'pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'pilih', 'kepala', 'daerah']",-16,negatif,negatif,negatif
1857,"['jogo', 'jatim', 'bidhumas', 'polda', 'jawa', 'timur', 'netizen', 'deklarasi', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-5,negatif,negatif,negatif
1858,"['resmi', 'gerindra', 'rekom', 'pasang', 'fattah', 'jasinrp', 'mujahid', 'ansori', 'pilih', 'kepala', 'daerah', 'pamekasan']",4,positif,negatif,positif
1859,"['damping', 'pkh', 'kabupaten', 'pasuran', 'bantu', 'kpu', 'sosialisasi', 'pilih', 'sukses', 'pilih', 'kepala', 'daerah', 'kpu', 'kabupaten', 'pasuruan', 'laku', 'sosialisasi', 'ajak', 'damping', 'pkh', 'via', 'beritajatimcom']",1,positif,negatif,positif
1860,"['sri', 'untari', 'ajak', 'kader', 'banteng', 'jatim', 'kawal', 'integritas', 'pilih', 'kepala', 'daerah']",-5,negatif,negatif,negatif
1861,"['kasi', 'hubung', 'masyarakat', 'polres', 'batu', 'ipda', 'trimo', 'anggota', 'netizen', 'polres', 'batu', 'ikut', 'giat', 'kuat', 'jaring', 'netizen', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'gelar', 'bidhumas', 'polda', 'jatim', 'hotel', 'whyndam', 'surabaya', 'hadir', 'langsung', 'acara', 'kabidhumas', 'polda', 'jatim']",0,netral,negatif,netral
1862,"['daftar', 'cabupcawabup', 'tutup', 'pkb', 'kabupaten', 'tuban', 'tunggu', 'instruksi', 'dpp', 'pilih', 'kepala', 'daerah']",-10,negatif,negatif,negatif
1863,"['jadi', 'beda', 'sumber', 'pecah', 'demokrat', 'ajak', 'masyarakat', 'sambut', 'pilih', 'kepala', 'daerah', 'suka', 'cita']",1,positif,positif,positif
1864,"['rakernis', 'fungsi', 'uang', 'polda', 'jatim', 'ta', 'tema', 'optimalisasi', 'kerja', 'polri', 'dukung', 'aman', 'pilih', 'kepala', 'daerah', 'serentak', 'rangka', 'indonesia', 'maju', 'laksana', 'ballroom', 'lt', 'hotel', 'santika', 'premiere', 'jl', 'raya', 'gubeng', 'nomor', 'surabaya']",5,positif,positif,positif
1865,"['jalan', 'raya', 'tenggilis', 'nomor', 'surabaya', 'wawancara', 'teliti', 'kait', 'buka', 'informasi', 'selenggara', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'jatim', 'media', 'sosial']",9,positif,positif,positif
1866,"['jelang', 'pilih', 'kepala', 'daerah', 'mantan', 'gubernur', 'jatim', 'hadir', 'giat', 'pondopo', 'kabupaten', 'bondowoso', 'obor', 'rakyat']",-3,negatif,positif,negatif
1867,"['jelang', 'pilih', 'kepala', 'daerah', 'polsek', 'pasirian', 'jalin', 'mitra', 'tokoh', 'agama', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'kapolsek', 'pasirian', 'akp', 'agus', 'sugiharto', 'anggota', 'laksana', 'silaturahmi', 'tokoh', 'agama', 'pondok', 'pesantren', 'nurul', 'musthofa', 'desa', 'bago']",-11,negatif,positif,negatif
1868,"['pkb', 'konsolidasi', 'politik', 'tentu', 'arah', 'dukung', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,negatif,negatif
1869,"['gelar', 'pilih', 'kepala', 'daerah', 'kategori', 'terima', 'apresiasi', 'i', 'menang', 'kategori', 'kpu', 'provinsi', 'kabkota', 'inovatif', 'laksana', 'sosdiklih', 'provinsi', 'lampung', 'jatim', 'bal', 'kabkota', 'talaud', 'kulon', 'progo', 'bangga']",4,positif,positif,positif
1870,"['surabaya', 'senin', 'agustus', 'divisi', 'rencana', 'logistik', 'kpu', 'jatim', 'miftahur', 'rozaq', 'tekan', 'suara', 'pilih', 'muda', 'pilih', 'kepala', 'daerah', 'serentak', 'mayoritas', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'asal', 'kalang', 'pilih', 'muda']",-11,negatif,negatif,negatif
1871,"['tingkat', 'giat', 'sambang', 'warga', 'menjeang', 'pilih', 'kepala', 'daerah', 'batu', 'polres', 'batu', 'rangka', 'jaga', 'harkamtibmas', 'aman', 'lapis', 'masyarakat', 'polisi', 'rw', 'polres', 'batu', 'polda', 'jatim', 'laksana', 'giat', 'sambang', 'perangkat', 'desa', 'selasa']",2,positif,positif,positif
1872,"['tingkat', 'atur', 'pagi', 'jelang', 'pilih', 'kepala', 'daerah', 'batu', 'kepala', 'satu', 'lantas', 'polres', 'batu', 'akp', 'ponsen', 'dadang', 'martianto', 'sh', 'pesan', 'anggota', 'satlantas', 'polres', 'batu', 'polda', 'jatim', 'laksana', 'tugas', 'pokok', 'fungsi', 'laksana', 'giat', 'atur', 'penjag']",-3,negatif,positif,positif
1873,"['provinsi', 'prediksi', 'lahir', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah', 'sumut', 'kaltim', 'tribunnews']",-4,negatif,negatif,negatif
1874,"['golkar', 'jatim', 'serah', 'rekom', 'calon', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'surabaya', 'sidoarjo', 'alot', 'dpdgolkarjatim']",-2,negatif,negatif,negatif
1875,"['laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'pamekasan', 'grebek', 'pasar', 'bagi', 'flayer', 'camat', 'waru', 'dapil', 'waru', 'pasean', 'batumarmar', 'senin', 'agustus', 'kpuid', 'kpujatim']",-1,negatif,positif,positif
1876,"['hai', 'laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kabupaten', 'pamekasan', 'pusat', 'camat', 'waru', 'dapil', 'waru', 'pasean', 'batumarmar', 'senin', 'agustus', 'kpuid', 'kpujatim']",7,positif,positif,positif
1877,"['pks', 'rekomendasi', 'duet', 'fauziimam', 'maju', 'pilih', 'kepala', 'daerah', 'rimbun', 'singgung', 'calon', 'tunggal', 'demokrasi']",-8,negatif,negatif,negatif
1878,"['tugas', 'anggota', 'divisi', 'ajak', 'masyarakat', 'salur', 'hak', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'rakornas', 'gelar', 'yukk', 'simak', 'postingan', 'lupa', 'like', 'share', 'komen', 'yaa']",-2,negatif,positif,negatif
1879,"['gelar', 'vasa', 'hotel', 'surabaya', 'agustus', 'ketua', 'kpu', 'ri', 'mochamad', 'afifuddin', 'arah', 'anggota', 'sosdiklih', 'parmas', 'tampil', 'cipta', 'nuansa', 'pilih', 'kepala', 'daerah', 'bahagia', 'gembira']",-2,negatif,negatif,negatif
1880,"['pilih', 'kepala', 'daerah', 'dpp', 'jatim', 'keluar', 'hergunadi', 'basuki', 'babussalam']",-5,negatif,negatif,negatif
1881,"['repdem', 'jatim', 'gelar', 'sarasehan', 'tajuk', 'peran', 'pemuda', 'awal', 'pilih', 'kepala', 'daerah', 'serentak', 'martabat', 'integritas', 'surabaya', 'acara', 'hadir', 'dewan', 'pimpin', 'cabang', 'dpc', 'repdem', 'sejawa', 'timur', 'organisasi', 'ekstra', 'kampus', 'kota', 'surabaya']",10,positif,positif,positif
1882,"['gercep', 'golkar', 'terbit', 'rekom', 'calon', 'pilih', 'kepala', 'daerah', 'jatim', 'surabaya', 'sidoarjo']",-2,negatif,negatif,negatif
1883,"['pmii', 'bangkal', 'seru', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'aman', 'damai']",1,positif,negatif,negatif
1884,"['daftar', 'usul', 'tps', 'loksus', 'pilih', 'kepala', 'daerah', 'ponorogo', 'komisi', 'pilih', 'kpu', 'ponorogo', 'usul', 'mungut', 'suara', 'tps', 'lokasi', 'khusus', 'loksus', 'pilih', 'via', 'beritajatimcom']",-8,negatif,negatif,negatif
1885,"['polres', 'pamekasan', 'polres', 'sumenep', 'jawa', 'timur', 'gelar', 'latih', 'teknik', 'kendali', 'massa', 'lapang', 'apel', 'polres', 'senin', 'siap', 'aman', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,positif,positif
1886,"['harap', 'tingkat', 'partisipasi', 'masyarakat', 'teman', 'pilih', 'ikut', 'iya', 'jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim']",8,positif,positif,positif
1887,"['giat', 'gelar', 'area', 'monumen', 'arek', 'lancor', 'pamekasan', 'minggu', 'agustus', 'wib', 'selesai', 'miftahur', 'rozaq', 'giat', 'kirab', 'maskot', 'gelar', 'daerah', 'daerah', 'metode', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak']",-2,negatif,negatif,negatif
1888,"['halo', 'komisioner', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'divisi', 'rencana', 'logistik', 'miftahur', 'rozaq', 'hadir', 'acara', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'sumenep', 'kpu', 'kabupaten', 'pamekasan']",1,positif,positif,positif
1889,"['amat', 'politik', 'universitas', 'paramadina', 'hendri', 'satrio', 'calon', 'ridwan', 'kamil', 'usung', 'koalisi', 'indonesia', 'maju', 'kim', 'jegal', 'langkah', 'anies', 'baswedan', 'pilih', 'kepala', 'daerah', 'jakarta']",8,positif,positif,positif
1890,"['golkar', 'serah', 'rekom', 'bacakada', 'maju', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'via', 'detikjatim']",0,netral,negatif,netral
1891,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1892,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1893,"['ketua', 'dpw', 'pks', 'jawa', 'timur', 'irwan', 'setiawan', 'instruksi', 'elemen', 'partai', 'menang', 'pasang', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-4,negatif,negatif,negatif
1894,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1895,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1896,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1897,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1898,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1899,"['partai', 'adil', 'sejahtera', 'pks', 'rekomendasi', 'pasang', 'ahmad', 'fauzikh', 'imam', 'hasyim', 'calon', 'bupatibakal', 'calon', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'sumenep']",-1,negatif,negatif,negatif
1900,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai', 'marisa', 'putri', 'yura', 'pandawara', 'pagi', 'jungkook']",-4,negatif,negatif,negatif
1901,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1902,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1903,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1904,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1905,"['damiindana', 'laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1906,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1907,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1908,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1909,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1910,"['laku', 'umkm', 'dipasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1911,"['forum', 'kewirausahaan', 'mandiri', 'fkm', 'kabupaten', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai', 'lancar']",-4,negatif,negatif,negatif
1912,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1913,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1914,"['laku', 'umkm', 'pasuruan', 'seru', 'pilih', 'kepala', 'daerah', 'jatim', 'damai']",-2,negatif,negatif,negatif
1915,"['partai', 'golkar', 'rekomendasi', 'ipuk', 'fiestiandani', 'mujiono', 'pilih', 'kepala', 'daerah', 'banyuwangi', 'surat', 'rekomendasi', 'serah', 'ketua', 'dpd', 'partai', 'golkar', 'jatim']",-3,negatif,negatif,negatif
1916,"['rawan', 'profesional', 'jokowi', 'projo', 'dukung', 'kesiap', 'dukung', 'penuh', 'all', 'out', 'menang', 'calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'calon', 'wakil', 'gubernur', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah']",0,netral,negatif,positif
1917,"['repdem', 'jatim', 'kawal', 'pilih', 'integritas', 'peran', 'pemuda', 'awal', 'pilih', 'kepala', 'daerah', 'serentak', 'martabat', 'integritas']",4,positif,positif,positif
1918,"['setyo', 'wahono', 'target', 'sapu', 'bersih', 'partai', 'politik', 'pilih', 'kepala', 'daerah', 'bojonegoro', 'setyo', 'wahono', 'calon', 'bupati', 'bacabup', 'bojonegoro', 'target', 'sapu', 'bersih', 'dukung', 'partai', 'politik', 'partai', 'politik', 'via', 'beritajatimcom']",-7,negatif,negatif,negatif
1919,"['projo', 'nyata', 'menang', 'pasang', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'jatim', 'rawan', 'projo', 'dukung', 'penuh', 'calon', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'calon', 'wakil', 'gubernur', 'emil', 'dardak', 'pilih', 'kepala', 'daerah']",0,netral,negatif,netral
1920,"['dewan', 'wakil', 'rakyat', 'daerah', 'dprd', 'kota', 'malang', 'serah', 'putus', 'isi', 'jabat', 'jabat', 'pj', 'wali', 'kota', 'ganti', 'wahyu', 'hidayat', 'maju', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'perintah', 'provinsi', 'jawa', 'timur', 'perintah']",-22,negatif,negatif,negatif
1921,"['komisi', 'pilih', 'kpu', 'kabupaten', 'situbondo', 'jawa', 'timur', 'kebut', 'laksana', 'tahap', 'susun', 'daftar', 'pilih', 'hasil', 'mutakhir', 'dphp', 'tahap', 'cocok', 'teliti', 'coklit', 'data', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'juli']",1,positif,positif,positif
1922,"['nahh', 'teman', 'pilih', 'ikut', 'kembang', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim', 'yaa', 'lupa', 'like', 'komen', 'share', 'yaa', 'teman', 'pilih']",3,positif,positif,positif
1923,"['terima', 'kasih', 'sebesarbesarnya', 'kerja', 'forkopimda', 'tokoh', 'masyarakat', 'partai', 'politik', 'ppk', 'pps', 'satu', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",10,positif,positif,positif
1924,"['kamis', 'agustus', 'wib', 'selesai', 'nur', 'salam', 'sambut', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'adopsi', 'hasil', 'kirab', 'pilih', 'sosialisasi', 'pilih', 'kepala', 'daerah']",1,positif,negatif,negatif
1925,"['anggota', 'kpu', 'jatim', 'nur', 'salam', 'hadir', 'giat', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'ponorogo', 'kpu', 'trenggalek', 'giat', 'tempat', 'lapang', 'nglongsor', 'jalan', 'lapang', 'krajan', 'nglongsor', 'camat', 'tugu', 'kabupaten', 'trenggalek']",1,positif,positif,positif
1926,"['divisi', 'rencana', 'logistik', 'kpu', 'jatim', 'miftahur', 'rozaq', 'giat', 'laksana', 'rangka', 'sama', 'persepsi', 'kpu', 'jatim', 'kpu', 'kabupatenkota', 'kelola', 'anggar', 'hibah', 'pilih', 'kepala', 'daerah', 'paham', 'persepsi']",6,positif,positif,positif
1927,"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'rapat', 'koordinasi', 'rencana', 'anggar', 'dana', 'evaluasi', 'cair', 'hibah', 'pilih', 'kepala', 'daerah', 'serentak', 'giat', 'tempat', 'aula', 'kpu', 'kabupaten', 'pamekasan', 'agustus']",8,positif,positif,positif
1928,"['sengketa', 'pilih', 'kepala', 'daerah', 'jember', 'pasang', 'jaddinarismaya', 'peluang', 'lolos', 'berkat', 'atur', 'baru', 'kpu']",-1,negatif,negatif,netral
1929,"['ijti', 'korda', 'pantai', 'utara', 'kpu', 'lamongan', 'tangkal', 'berita', 'hoaks', 'penyalahgunaan', 'ai', 'pilih', 'kepala', 'daerah']",-5,negatif,negatif,negatif
1930,"['partai', 'adil', 'sejahtera', 'pks', 'dukung', 'pasang', 'ahmad', 'fauzi', 'wongsojudokh', 'imam', 'hasyim', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'sumenep']",3,positif,negatif,positif
1931,"['jelang', 'pilih', 'kepala', 'daerah', 'polres', 'mojokerto', 'kota', 'tingkat', 'mampu', 'dalmas', 'via', 'liputanwartajatimcom']",-1,negatif,negatif,negatif
1932,"['terima', 'kasih', 'sebesarbesarnya', 'kerja', 'forkopimda', 'tokoh', 'masyarakat', 'partai', 'politik', 'ppk', 'amp', 'pps', 'satu', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",10,positif,positif,positif
1933,"['anggota', 'kpu', 'jatim', 'divisi', 'sosdiklih', 'parmas', 'nur', 'salam', 'sambut', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'adopsi', 'kirab', 'pilih', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak']",-3,negatif,negatif,negatif
1934,"['haris', 'nasution', 'kumpul', 'fraksi', 'pdip', 'dprd', 'kota', 'probolinggo', 'bahas', 'strategi', 'pilih', 'kepala', 'daerah', 'ketua', 'dpc', 'pdip', 'kota', 'probolinggo', 'haris', 'nasution', 'akrab', 'sapa', 'cak', 'yon', 'barubaru', 'via', 'beritajatimcom']",1,positif,negatif,negatif
1935,"['penatausahaan', 'lapor', 'pertanggungjawaban', 'bas', 'aplikasi', 'sakti', 'hibah', 'gambar', 'siap', 'ada', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,positif,positif
1936,"['bimtek', 'tuju', 'sama', 'persepsi', 'paham', 'lapor', 'uang', 'penatausahaan', 'anggar', 'hibah', 'pilih', 'kepala', 'daerah', 'serentak', 'bahas', 'bimtek', 'informasi', 'wajib', 'paja', 'tata', 'administrasi', 'anggar', 'hibah', 'pilih', 'kepala', 'daerah', 'serentak']",20,positif,positif,positif
1937,"['mardiono', 'panas', 'mesin', 'partai', 'menang', 'khofifah', 'indar', 'parawansa', 'emil', 'dardak', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,negatif,negatif
1938,"['pdip', 'kan', 'strategi', 'menang', 'pilih', 'kepala', 'daerah', 'jatim', 'pdip', 'terbit', 'rekomendasi', 'calon', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'pdip', 'jatim', 'optimis', 'raih', 'menang', 'pilih', 'kepala', 'daerah', 'jatim']",-4,negatif,negatif,negatif
1939,"['nahh', 'teman', 'pilih', 'ikut', 'kembang', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'medsos', 'resmi', 'kpu', 'jatim', 'yaa']",3,positif,positif,positif
1940,"['divisi', 'rencana', 'logistik', 'kpu', 'jatim', 'miftahur', 'rozaq', 'kirab', 'maskot', 'ikhtiar', 'kpu', 'jawa', 'timur', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'harap', 'kirab', 'maskot', 'tingkat', 'partisipasi', 'oemilih', 'jawa', 'timur']",5,positif,positif,positif
1941,"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'selenggara', 'luncur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'sumenep', 'giat', 'tempat', 'museum', 'keraton', 'kabupaten', 'sumenep', 'rabu', 'juli']",-5,negatif,negatif,negatif
1942,"['sambut', 'pilih', 'kepala', 'daerah', 'kpu', 'sumenep', 'gelar', 'kirab', 'maskot', 'si', 'jalih', 'si', 'busok']",3,positif,positif,positif
1943,"['bawaslu', 'mojokerto', 'terus', 'hasil', 'kaji', 'camat', 'duga', 'netral', 'pilih', 'kepala', 'daerah', 'kasn']",7,positif,positif,positif
