tokens_stemmed,bobot_nilai_total,label,tokens_stemmed_string,Prediksi_Naive_Bayes,Probabilitas_NB,Prediksi_Logistic_Regression,Probabilitas_LR
"['jelang', 'pilih', 'kepala', 'daerah', 'polres', 'mojokerto', 'kota', 'tingkat', 'mampu', 'dalmas', 'via', 'liputanwartajatimcom']",-1,negatif,jelang pilih kepala daerah polres mojokerto kota tingkat mampu dalmas via liputanwartajatimcom,negatif,56.82%,negatif,48.39%
"['terima', 'kasih', 'sebesarbesarnya', 'kerja', 'forkopimda', 'tokoh', 'masyarakat', 'partai', 'politik', 'ppk', 'amp', 'pps', 'satu', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",10,positif,terima kasih sebesarbesarnya kerja forkopimda tokoh masyarakat partai politik ppk amp pps satu sukses pilih kepala daerah serentak,positif,81.99%,positif,72.77%
"['anggota', 'kpu', 'jatim', 'divisi', 'sosdiklih', 'parmas', 'nur', 'salam', 'sambut', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'adopsi', 'kirab', 'pilih', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak']",-3,negatif,anggota kpu jatim divisi sosdiklih parmas nur salam sambut kirab maskot pilih kepala daerah adopsi kirab pilih sosialisasi pilih kepala daerah serentak,negatif,61.55%,negatif,64.21%
"['haris', 'nasution', 'kumpul', 'fraksi', 'pdip', 'dprd', 'kota', 'probolinggo', 'bahas', 'strategi', 'pilih', 'kepala', 'daerah', 'ketua', 'dpc', 'pdip', 'kota', 'probolinggo', 'haris', 'nasution', 'akrab', 'sapa', 'cak', 'yon', 'barubaru', 'via', 'beritajatimcom']",1,positif,haris nasution kumpul fraksi pdip dprd kota probolinggo bahas strategi pilih kepala daerah ketua dpc pdip kota probolinggo haris nasution akrab sapa cak yon barubaru via beritajatimcom,negatif,70.42%,negatif,62.11%
"['penatausahaan', 'lapor', 'pertanggungjawaban', 'bas', 'aplikasi', 'sakti', 'hibah', 'gambar', 'siap', 'ada', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,penatausahaan lapor pertanggungjawaban bas aplikasi sakti hibah gambar siap ada pilih kepala daerah serentak,positif,46.58%,positif,45.90%
"['bimtek', 'tuju', 'sama', 'persepsi', 'paham', 'lapor', 'uang', 'penatausahaan', 'anggar', 'hibah', 'pilih', 'kepala', 'daerah', 'serentak', 'bahas', 'bimtek', 'informasi', 'wajib', 'paja', 'tata', 'administrasi', 'anggar', 'hibah', 'pilih', 'kepala', 'daerah', 'serentak']",20,positif,bimtek tuju sama persepsi paham lapor uang penatausahaan anggar hibah pilih kepala daerah serentak bahas bimtek informasi wajib paja tata administrasi anggar hibah pilih kepala daerah serentak,positif,56.16%,positif,48.67%
"['mardiono', 'panas', 'mesin', 'partai', 'menang', 'khofifah', 'indar', 'parawansa', 'emil', 'dardak', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,mardiono panas mesin partai menang khofifah indar parawansa emil dardak pilih kepala daerah jatim,negatif,79.92%,negatif,67.76%
"['pdip', 'kan', 'strategi', 'menang', 'pilih', 'kepala', 'daerah', 'jatim', 'pdip', 'terbit', 'rekomendasi', 'calon', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'pdip', 'jatim', 'optimis', 'raih', 'menang', 'pilih', 'kepala', 'daerah', 'jatim']",-4,negatif,pdip kan strategi menang pilih kepala daerah jatim pdip terbit rekomendasi calon kepala daerah jawa timur jatim pdip jatim optimis raih menang pilih kepala daerah jatim,negatif,88.87%,negatif,72.99%
"['nahh', 'teman', 'pilih', 'ikut', 'kembang', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'medsos', 'resmi', 'kpu', 'jatim', 'yaa']",3,positif,nahh teman pilih ikut kembang tahap pilih kepala daerah serentak pantau website medsos resmi kpu jatim yaa,positif,94.45%,positif,70.84%
"['divisi', 'rencana', 'logistik', 'kpu', 'jatim', 'miftahur', 'rozaq', 'kirab', 'maskot', 'ikhtiar', 'kpu', 'jawa', 'timur', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'harap', 'kirab', 'maskot', 'tingkat', 'partisipasi', 'oemilih', 'jawa', 'timur']",5,positif,divisi rencana logistik kpu jatim miftahur rozaq kirab maskot ikhtiar kpu jawa timur sukses pilih kepala daerah serentak harap kirab maskot tingkat partisipasi oemilih jawa timur,positif,81.88%,positif,69.25%
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'selenggara', 'luncur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'sumenep', 'giat', 'tempat', 'museum', 'keraton', 'kabupaten', 'sumenep', 'rabu', 'juli']",-5,negatif,anggota komisi pilih provinsi jawa timur selenggara luncur kirab maskot pilih kepala daerah serentak jalur sumenep giat tempat museum keraton kabupaten sumenep rabu juli,negatif,54.13%,negatif,47.20%
"['sambut', 'pilih', 'kepala', 'daerah', 'kpu', 'sumenep', 'gelar', 'kirab', 'maskot', 'si', 'jalih', 'si', 'busok']",3,positif,sambut pilih kepala daerah kpu sumenep gelar kirab maskot si jalih si busok,positif,74.00%,positif,53.33%
"['bawaslu', 'mojokerto', 'terus', 'hasil', 'kaji', 'camat', 'duga', 'netral', 'pilih', 'kepala', 'daerah', 'kasn']",7,positif,bawaslu mojokerto terus hasil kaji camat duga netral pilih kepala daerah kasn,positif,53.90%,positif,48.62%
"['nahh', 'teman', 'pilih', 'ayo', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'partisipasi', 'aktif', 'hak', 'suara', 'november', 'lupa', 'like', 'komen', 'share', 'iya']",7,positif,nahh teman pilih ayo sukses pilih kepala daerah serentak partisipasi aktif hak suara november lupa like komen share iya,positif,91.70%,positif,67.87%
"['pidmbojonegoro', 'divhumaspolri', 'spripimpolri', 'humaspoldajatim', 'geganaid', 'rapat', 'koordinasi', 'damping', 'kuat', 'sinergitas', 'tingkat', 'kesiapsiagaan', 'aman', 'jalan', 'pilih', 'kepala', 'daerah', 'serentak', 'wilayah', 'bojonegoro', 'jatim']",1,positif,pidmbojonegoro divhumaspolri spripimpolri humaspoldajatim geganaid rapat koordinasi damping kuat sinergitas tingkat kesiapsiagaan aman jalan pilih kepala daerah serentak wilayah bojonegoro jatim,positif,57.47%,positif,50.45%
"['pilih', 'kepala', 'daerah', 'pdip', 'jatim', 'optimis', 'menang', 'optimal', 'surabaya', 'dpd', 'pdi', 'juang', 'pdip', 'jawa', 'timur', 'optimis', 'raih', 'menang', 'optimal', 'pilih', 'kepala', 'daerah', 'via', 'beritajatimcom']",-4,negatif,pilih kepala daerah pdip jatim optimis menang optimal surabaya dpd pdi juang pdip jawa timur optimis raih menang optimal pilih kepala daerah via beritajatimcom,negatif,79.11%,negatif,63.67%
"['kpu', 'jatim', 'kpu', 'sumenep', 'kompak', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'sumenep', 'memo', 'online']",-2,negatif,kpu jatim kpu sumenep kompak kirab maskot pilih kepala daerah sumenep memo online,positif,52.05%,negatif,45.75%
"['pdi', 'juang', 'rekom', 'had', 'tiwi', 'pkb', 'probolinggo', 'kontestasi', 'pilih', 'kepala', 'daerah', 'serentak', 'partai', 'panas', 'via', 'beritajatimcom']",2,positif,pdi juang rekom had tiwi pkb probolinggo kontestasi pilih kepala daerah serentak partai panas via beritajatimcom,negatif,66.41%,negatif,47.56%
"['daftar', 'pasang', 'calon', 'rekomendasi', 'pdip', 'pilih', 'kepala', 'daerah', 'wilayah', 'jatim', 'tribunkaltim']",0,netral,daftar pasang calon rekomendasi pdip pilih kepala daerah wilayah jatim tribunkaltim,negatif,61.07%,netral,52.40%
"['dpp', 'pdi', 'juang', 'pdip', 'serah', 'surat', 'dukung', 'rekomendasi', 'pasang', 'calon', 'kepala', 'wakil', 'kepala', 'daerah', 'jawa', 'timur', 'jatim', 'pilih', 'kepala', 'daerah', 'ist', 'ikut', 'salur', 'whatsapp', 'tribunnews']",2,positif,dpp pdi juang pdip serah surat dukung rekomendasi pasang calon kepala wakil kepala daerah jawa timur jatim pilih kepala daerah ist ikut salur whatsapp tribunnews,positif,57.17%,positif,49.30%
"['daftar', 'pasang', 'calon', 'rekomendasi', 'pdip', 'pilih', 'kepala', 'daerah', 'wilayah', 'jatim', 'tribunkaltim']",0,netral,daftar pasang calon rekomendasi pdip pilih kepala daerah wilayah jatim tribunkaltim,negatif,61.07%,netral,52.40%
"['urus', 'partai', 'demokrat', 'sumenep', 'dukung', 'achmad', 'fauzi', 'wongsojudokh', 'imam', 'hasyim', 'pasang', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",2,positif,urus partai demokrat sumenep dukung achmad fauzi wongsojudokh imam hasyim pasang calon bupati calon wakil bupati pilih kepala daerah pilih kepala daerah,positif,53.29%,positif,49.68%
"['pdip', 'rekomendasi', 'calon', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,pdip rekomendasi calon pilih kepala daerah jatim,negatif,82.71%,negatif,70.78%
"['banteng', 'resmi', 'duet', 'ketua', 'dpc', 'pdippkb', 'maju', 'pilih', 'kepala', 'daerah', 'sumenep']",-5,negatif,banteng resmi duet ketua dpc pdippkb maju pilih kepala daerah sumenep,negatif,82.22%,negatif,63.82%
"['senin', 'juli', 'tempat', 'aula', 'kantor', 'kpu', 'kabupaten', 'sidoarjo', 'ketua', 'kpu', 'jatim', 'aang', 'naif', 'sempat', 'buka', 'acara', 'tekan', 'awas', 'internal', 'domain', 'divisi', 'hukum', 'hadap', 'aktivitas', 'krusial', 'tahap', 'pilih', 'kepala', 'daerah']",-6,negatif,senin juli tempat aula kantor kpu kabupaten sidoarjo ketua kpu jatim aang naif sempat buka acara tekan awas internal domain divisi hukum hadap aktivitas krusial tahap pilih kepala daerah,positif,58.39%,negatif,44.15%
"['ketua', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'aang', 'naif', 'sekretaris', 'nanik', 'karsini', 'serah', 'santun', 'ahli', 'waris', 'tugas', 'mutakhir', 'data', 'pilih', 'pantarlih', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'tinggal', 'dunia']",-1,negatif,ketua komisi pilih provinsi jawa timur aang naif sekretaris nanik karsini serah santun ahli waris tugas mutakhir data pilih pantarlih pilih kepala daerah serentak jawa timur tinggal dunia,positif,59.14%,positif,39.28%
"['teman', 'pilih', 'mahasiswa', 'ayo', 'aktif', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur', 'lupa', 'like', 'komen', 'share', 'iya']",3,positif,teman pilih mahasiswa ayo aktif sukses pilih kepala daerah serentak jawa timur lupa like komen share iya,positif,96.84%,positif,72.50%
"['momen', 'pilih', 'kepala', 'daerah', 'serentak', 'mahasiswa', 'agent', 'of', 'change', 'peran', 'gerak', 'ubah', 'arah', 'politik']",-3,negatif,momen pilih kepala daerah serentak mahasiswa agent of change peran gerak ubah arah politik,negatif,64.18%,negatif,46.61%
"['tanggap', 'salam', 'divisi', 'sosdiklih', 'parmas', 'kpu', 'jatim', 'sambut', 'apresiasi', 'inisiatif', 'kawankawan', 'bem', 'uinsa', 'salah', 'program', 'temanteman', 'mahasiswa', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak']",6,positif,tanggap salam divisi sosdiklih parmas kpu jatim sambut apresiasi inisiatif kawankawan bem uinsa salah program temanteman mahasiswa sukses pilih kepala daerah serentak,positif,57.32%,positif,58.27%
"['bem', 'uinsa', 'bangun', 'hubung', 'kpu', 'jatim', 'beperan', 'aktif', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'jawa', 'timur']",1,positif,bem uinsa bangun hubung kpu jatim beperan aktif sukses pilih kepala daerah serentak jawa timur,positif,83.16%,positif,75.37%
"['kpu', 'bojonegoro', 'atur', 'pilih', 'kepala', 'daerah', 'calon', 'tunggal', 'kpu', 'bojonegoro', 'robby', 'adi', 'perwira', 'bicara', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'pasang', 'calon', 'via', 'beritajatimcom']",4,positif,kpu bojonegoro atur pilih kepala daerah calon tunggal kpu bojonegoro robby adi perwira bicara pilih kepala daerah pilih kepala daerah pasang calon via beritajatimcom,negatif,51.35%,negatif,46.87%
"['pdip', 'jatim', 'usul', 'risma', 'azwar', 'anas', 'pilih', 'kepala', 'daerah']",-3,negatif,pdip jatim usul risma azwar anas pilih kepala daerah,negatif,79.27%,negatif,62.37%
"['berkontestasi', 'pasang', 'cakadacawakada', 'pdip', 'jatim', 'pilih', 'kepala', 'daerah']",2,positif,berkontestasi pasang cakadacawakada pdip jatim pilih kepala daerah,negatif,60.42%,negatif,46.12%
"['tujuh', 'calon', 'kepala', 'daerah', 'wakil', 'kepala', 'daerah', 'jawa', 'timur', 'terima', 'surat', 'rekomendasi', 'dewan', 'pimpin', 'pusat', 'partai', 'demokrasi', 'indonesia', 'juang', 'pdip', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'selasa']",1,positif,tujuh calon kepala daerah wakil kepala daerah jawa timur terima surat rekomendasi dewan pimpin pusat partai demokrasi indonesia juang pdip pilih kepala daerah pilih kepala daerah serentak jatim selasa,positif,55.19%,positif,42.97%
"['respon', 'sujatno', 'surat', 'tugas', 'pdip', 'pilih', 'kepala', 'daerah', 'magetan', 'sujatno', 'ketua', 'dpc', 'pdip', 'magetan', 'resmi', 'terima', 'surat', 'tugas', 'ikut', 'pilih', 'kepala', 'daerah', 'surat', 'tugas', 'via', 'beritajatimcom']",-4,negatif,respon sujatno surat tugas pdip pilih kepala daerah magetan sujatno ketua dpc pdip magetan resmi terima surat tugas ikut pilih kepala daerah surat tugas via beritajatimcom,negatif,77.45%,negatif,58.39%
"['rekom', 'pdip', 'maju', 'pilih', 'kepala', 'daerah', 'ngawi', 'respon', 'mas', 'antok', 'pdip', 'jatim', 'rekomendasi', 'dpp', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'via', 'beritajatimcom']",0,netral,rekom pdip maju pilih kepala daerah ngawi respon mas antok pdip jatim rekomendasi dpp calon bupati calon wakil bupati via beritajatimcom,negatif,68.42%,netral,46.84%
"['dpp', 'pdi', 'juang', 'rekomendasi', 'achmad', 'fauzi', 'wongsojudokh', 'imam', 'hasyim', 'daftar', 'calon', 'bupatibakal', 'calon', 'wakil', 'bupati', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-8,negatif,dpp pdi juang rekomendasi achmad fauzi wongsojudokh imam hasyim daftar calon bupatibakal calon wakil bupati pilih kepala daerah pilih kepala daerah,negatif,64.06%,negatif,55.53%
"['berkontestasi', 'pasang', 'cakadacawakada', 'pdip', 'jatim', 'pilih', 'kepala', 'daerah']",2,positif,berkontestasi pasang cakadacawakada pdip jatim pilih kepala daerah,negatif,60.42%,negatif,46.12%
"['fatayat', 'nu', 'mojokerto', 'dukung', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai']",2,positif,fatayat nu mojokerto dukung pilih kepala daerah jatim aman damai,positif,49.52%,positif,51.70%
"['ketua', 'kpu', 'kabupaten', 'ponorogo', 'gaguk', 'terima', 'kasih', 'perintah', 'daerah', 'fasilitas', 'dukung', 'laksana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak']",6,positif,ketua kpu kabupaten ponorogo gaguk terima kasih perintah daerah fasilitas dukung laksana kirab maskot pilih kepala daerah serentak,positif,70.63%,positif,62.11%
"['kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'serah', 'kpu', 'kabupaten', 'ponorogo', 'kpu', 'kabupaten', 'pacitan', 'minggu', 'juli', 'giat', 'wib', 'selesai', 'telaga', 'ngebel', 'ponorogo']",-6,negatif,kirab maskot pilih kepala daerah serentak jalur serah kpu kabupaten ponorogo kpu kabupaten pacitan minggu juli giat wib selesai telaga ngebel ponorogo,negatif,69.54%,negatif,47.70%
"['fatayat', 'nu', 'mojokerto', 'dukung', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai']",2,positif,fatayat nu mojokerto dukung pilih kepala daerah jatim aman damai,positif,49.52%,positif,51.70%
"['fatayat', 'nu', 'mojokerto', 'dukung', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai']",2,positif,fatayat nu mojokerto dukung pilih kepala daerah jatim aman damai,positif,49.52%,positif,51.70%
"['ketua', 'dpw', 'pkb', 'jatim', 'abdul', 'halim', 'iskandar', 'gus', 'halim', 'usul', 'bacal', 'calon', 'gubernur', 'jatim', 'pilih', 'kepala', 'daerah', 'usul', 'wakil', 'ketua', 'pkb', 'jazilul', 'fawaid', 'jumat']",-2,negatif,ketua dpw pkb jatim abdul halim iskandar gus halim usul bacal calon gubernur jatim pilih kepala daerah usul wakil ketua pkb jazilul fawaid jumat,negatif,75.74%,negatif,64.39%
"['deklarasi', 'dukung', 'gus', 'fawait', 'pilih', 'kepala', 'daerah', 'jember', 'partai', 'demokrat', 'kan', 'alas']",-1,negatif,deklarasi dukung gus fawait pilih kepala daerah jember partai demokrat kan alas,negatif,69.24%,negatif,51.95%
"['tindak', 'bina', 'apel', 'suprapto', 'agenda', 'siap', 'pilih', 'kepala', 'daerah', 'serentak', 'rapat', 'koordinasi', 'kirab', 'maskot', 'kabupatenkota', 'padat']",1,positif,tindak bina apel suprapto agenda siap pilih kepala daerah serentak rapat koordinasi kirab maskot kabupatenkota padat,positif,85.74%,positif,59.94%
"['dpc', 'partai', 'bangkit', 'bangsa', 'pkb', 'kota', 'blitar', 'jawa', 'timur', 'komunikasi', 'intensif', 'partai', 'jelang', 'pilih', 'kepala', 'daerah', 'calon', 'wali', 'kota', 'syauqul', 'muhibbin']",-7,negatif,dpc partai bangkit bangsa pkb kota blitar jawa timur komunikasi intensif partai jelang pilih kepala daerah calon wali kota syauqul muhibbin,negatif,79.24%,negatif,58.97%
"['dpw', 'pks', 'jawa', 'timurjatim', 'koordinasi', 'konsolidasi', 'menang', 'pasang', 'calon', 'gubernur', 'khofifah', 'indar', 'parawansa', 'calon', 'wakil', 'gubernur', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",3,positif,dpw pks jawa timurjatim koordinasi konsolidasi menang pasang calon gubernur khofifah indar parawansa calon wakil gubernur emil elestianto dardak pilih kepala daerah pilih kepala daerah,negatif,53.69%,negatif,42.16%
"['kang', 'irwan', 'ajak', 'kader', 'pks', 'jatim', 'satu', 'kompak', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,kang irwan ajak kader pks jatim satu kompak pilih kepala daerah serentak,negatif,56.23%,positif,51.15%
"['hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'elektabilitas', 'khofifah', 'indar', 'parawansa', 'gusur', 'tri', 'rismaharini', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'baru', 'elektabilitas', 'khofifah', 'indar', 'parawansa', 'gusur', 'calon', 'tri', 'rismaharini']",-8,negatif,hasil survei pilih kepala daerah jatim elektabilitas khofifah indar parawansa gusur tri rismaharini hasil survei pilih kepala daerah jatim baru elektabilitas khofifah indar parawansa gusur calon tri rismaharini,negatif,64.25%,negatif,47.55%
"['dukung', 'khofifahemil', 'pilih', 'kepala', 'daerah', 'jatim', 'giring', 'ganesha', 'maju', 'jatim']",2,positif,dukung khofifahemil pilih kepala daerah jatim giring ganesha maju jatim,positif,53.78%,positif,45.07%
"['kamis', 'kpu', 'kabupaten', 'diri', 'hadir', 'talkshow', 'gelar', 'jtv', 'tajuk', 'jatim', 'gaspol', 'edisi', 'tantang', 'pilih', 'kepala', 'daerah', 'jatim', 'gaet', 'partisipasi', 'pilih']",-5,negatif,kamis kpu kabupaten diri hadir talkshow gelar jtv tajuk jatim gaspol edisi tantang pilih kepala daerah jatim gaet partisipasi pilih,negatif,74.89%,negatif,64.85%
"['jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'pdip', 'jawa', 'timur', 'usul', 'bacakada', 'daerah', 'jatim']",3,positif,jelang pilih kepala daerah serentak pdip jawa timur usul bacakada daerah jatim,negatif,51.66%,positif,49.49%
"['komisi', 'pilih', 'kpu', 'sidoarjo', 'jawa', 'timur', 'tekan', 'sinergitas', 'media', 'selenggara', 'tahap', 'pilih', 'kepala', 'daerah', 'paham', 'elemen', 'dongkrak', 'partisipasi', 'masyarakat']",3,positif,komisi pilih kpu sidoarjo jawa timur tekan sinergitas media selenggara tahap pilih kepala daerah paham elemen dongkrak partisipasi masyarakat,positif,78.42%,positif,66.34%
"['hasil', 'survei', 'elektabilitas', 'baru', 'pilih', 'kepala', 'daerah', 'jatim', 'sengit', 'khofifah', 'vs', 'risma', 'kuat', 'tribunnews']",0,netral,hasil survei elektabilitas baru pilih kepala daerah jatim sengit khofifah vs risma kuat tribunnews,negatif,53.58%,netral,55.15%
"['said', 'abdullah', 'deklarasi', 'dukung', 'kader', 'ppp', 'pilih', 'kepala', 'daerah', 'pamekasan']",-1,negatif,said abdullah deklarasi dukung kader ppp pilih kepala daerah pamekasan,negatif,71.73%,negatif,57.39%
"['perintah', 'kota', 'perintah', 'kota', 'surabaya', 'imbau', 'masyarakat', 'harga', 'beda', 'pilih', 'politik', 'situasi', 'aman', 'tertib', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'kondusif']",-3,negatif,perintah kota perintah kota surabaya imbau masyarakat harga beda pilih politik situasi aman tertib jelang pilih kepala daerah pilih kepala daerah kondusif,negatif,58.25%,negatif,57.22%
"['bina', 'rawan', 'gibran', 'giring', 'ganesha', 'all', 'out', 'menang', 'pasang', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah']",-4,negatif,bina rawan gibran giring ganesha all out menang pasang khofifah indar parawansa emil elestianto dardak pilih kepala daerah,negatif,71.77%,negatif,54.87%
"['ketua', 'pcnu', 'jombang', 'kontestan', 'pilih', 'kepala', 'daerah', 'laku', 'politik', 'uang']",-3,negatif,ketua pcnu jombang kontestan pilih kepala daerah laku politik uang,negatif,85.62%,negatif,71.55%
"['fatayat', 'nu', 'mojokerto', 'seru', 'pilih', 'kepala', 'daerah', 'aman', 'damai']",-2,negatif,fatayat nu mojokerto seru pilih kepala daerah aman damai,negatif,81.50%,negatif,62.03%
"['wawkerenn', 'wes', 'pasti', 'seruudan', 'moga', 'sehat', 'sukses', 'tampil', 'kancah', 'pilih', 'kepala', 'daerah', 'jatim', 'aamiin']",8,positif,wawkerenn wes pasti seruudan moga sehat sukses tampil kancah pilih kepala daerah jatim aamiin,negatif,50.32%,negatif,51.94%
"['gera', 'rawan', 'gibran', 'rakabuming', 'raka', 'gibran', 'center', 'dukung', 'ketua', 'partai', 'solidaritas', 'indonesia', 'psi', 'kaesang', 'pangarep', 'maju', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jakarta']",-5,negatif,gera rawan gibran rakabuming raka gibran center dukung ketua partai solidaritas indonesia psi kaesang pangarep maju pilih kepala daerah pilih kepala daerah jakarta,negatif,72.71%,negatif,67.05%
"['partisipasi', 'masyarakat', 'gelar', 'pilih', 'kepala', 'daerah', 'serentak', 'signifikan']",6,positif,partisipasi masyarakat gelar pilih kepala daerah serentak signifikan,positif,78.33%,positif,69.52%
"['dpw', 'pks', 'jawa', 'timur', 'serah', 'surat', 'putus', 'dpp', 'isi', 'dukung', 'marhaen', 'djumadi', 'slamet', 'junaidi', 'sugiri', 'sancoko', 'maju', 'calon', 'kepala', 'daerah', 'cakada', 'nganjuk', 'sampang', 'ponorogo', 'pilih', 'kepala', 'daerah']",-4,negatif,dpw pks jawa timur serah surat putus dpp isi dukung marhaen djumadi slamet junaidi sugiri sancoko maju calon kepala daerah cakada nganjuk sampang ponorogo pilih kepala daerah,negatif,74.12%,negatif,51.75%
"['fakta', 'tingkat', 'partisipasi', 'masyarakat', 'tingkat', 'signifikan', 'insyaallah', 'semangat', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak']",8,positif,fakta tingkat partisipasi masyarakat tingkat signifikan insyaallah semangat sosialisasi pilih kepala daerah serentak,positif,76.17%,positif,69.93%
"['tahana', 'pilih', 'kepala', 'daerah', 'provinsi', 'daerah', 'khusus', 'dki', 'jakarta', 'anies', 'baswedan', 'respons', 'ucap', 'ketua', 'dpp', 'pdi', 'juang', 'puan', 'maharani', 'buka', 'peluang', 'partai', 'dukung', 'maju', 'calon', 'gubernur', 'jakarta']",3,positif,tahana pilih kepala daerah provinsi daerah khusus dki jakarta anies baswedan respons ucap ketua dpp pdi juang puan maharani buka peluang partai dukung maju calon gubernur jakarta,negatif,49.30%,positif,43.84%
"['pilih', 'kepala', 'daerah', 'pks', 'jatim', 'serah', 'sk', 'dpp', 'marhaen', 'slamet', 'junaidi', 'sugiri', 'pks', 'keluar', 'sekian', 'surat', 'putus', 'sk', 'usung', 'calon', 'kepala', 'daerah', 'cakada', 'via', 'beritajatimcom']",-8,negatif,pilih kepala daerah pks jatim serah sk dpp marhaen slamet junaidi sugiri pks keluar sekian surat putus sk usung calon kepala daerah cakada via beritajatimcom,negatif,75.93%,negatif,62.60%
"['jelang', 'pilih', 'kepala', 'daerah', 'pdip', 'jatim', 'usul', 'bacakada', 'daerah', 'jawa', 'timur']",0,netral,jelang pilih kepala daerah pdip jatim usul bacakada daerah jawa timur,negatif,57.63%,netral,45.42%
"['kpu', 'yakin', 'masyarakat', 'laksana', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",4,positif,kpu yakin masyarakat laksana tahap pilih kepala daerah serentak,positif,64.97%,positif,62.52%
"['pilih', 'kepala', 'daerah', 'serentak', 'dpd', 'pdi', 'juang', 'jatim', 'siap', 'calon', 'kepala', 'daerah']",2,positif,pilih kepala daerah serentak dpd pdi juang jatim siap calon kepala daerah,positif,52.41%,positif,48.55%
"['kpu', 'jatim', 'awal', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'kabupaten', 'pacitan']",-2,negatif,kpu jatim awal kirab maskot pilih kepala daerah kabupaten pacitan,negatif,55.75%,negatif,51.89%
"['hasil', 'teliti', 'kembang', 'kompas', 'juni', 'kait', 'calon', 'gubernur', 'pilih', 'kepala', 'daerah', 'jatim', 'simak', 'kompasdata']",0,netral,hasil teliti kembang kompas juni kait calon gubernur pilih kepala daerah jatim simak kompasdata,positif,58.69%,netral,48.91%
"['kpu', 'bojonegoro', 'sosialisasi', 'tahap', 'pilih', 'kepala', 'daerah', 'kpu', 'bojonegoro', 'sosialisasi', 'tahap', 'pilih', 'kepala', 'daerah', 'sosialisasi', 'jurnalis', 'netizen', 'kiprah', 'via', 'beritajatimcom']",-1,negatif,kpu bojonegoro sosialisasi tahap pilih kepala daerah kpu bojonegoro sosialisasi tahap pilih kepala daerah sosialisasi jurnalis netizen kiprah via beritajatimcom,negatif,63.31%,negatif,59.62%
"['hasil', 'survei', 'teropong', 'jawa', 'teliti', 'kembang', 'kompas', 'juni', 'rekam', 'khofifah', 'indar', 'parawansa', 'tokoh', 'unggul', 'calon', 'gubernur', 'pilih', 'kepala', 'daerah', 'jatim']",0,netral,hasil survei teropong jawa teliti kembang kompas juni rekam khofifah indar parawansa tokoh unggul calon gubernur pilih kepala daerah jatim,positif,57.63%,netral,46.97%
